review,rating,date,bank,source,clean_review,themes
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,painfully slow banking app service please dont make choice,App Issues
Good App,4,2024-10-12,BOA,Google Play,good app,Other
Best app to me,5,2024-10-11,BOA,Google Play,best app,Other
BOA,5,2024-10-11,BOA,Google Play,boa,Other
Abdulkadir,5,2024-10-11,BOA,Google Play,abdulkadir,Other
Bad,1,2024-10-10,BOA,Google Play,bad,Other
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,possible would gove0 star,Other
Nise mobile bankig,4,2024-10-05,BOA,Google Play,nise mobile bankig,Other
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,overall good app performance need improvement also sometimes using instant bank transfer refuse causing repeated several time transfer,Transactions
Ok,5,2024-10-04,BOA,Google Play,,Other
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,make work please embarrassing bank size,Other
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,update simplest way requires developer option,Other
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,stop telling phone boa newly updated app keep asking disable developer option slowing phone use god damn app,Other
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,living country may download use mobile banking asks ethiopia phone number cant receive text confirm side country please lete know use outside country thanks,Other
Worest app,1,2024-10-03,BOA,Google Play,worest app,Other
The worest app ever,1,2024-10-03,BOA,Google Play,worest app ever,Other
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,አሪፍ በርቱልን,Other
Wwwerrr,5,2024-10-02,BOA,Google Play,wwwerrr,Other
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,ጀማል ውቀቱ,Other
Great For Financial company,5,2024-09-30,BOA,Google Play,great financial company,Other
Very easy to use,5,2024-09-30,BOA,Google Play,easy use,Other
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,apps crash always error,App Issues
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,app incredibly frustrating use filled issue make difficult navigate complete task efficiently ive never encountered poorly designed banking application need significant improvement enhance user experience deserves vey low rating,Other
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,great seamless love,Other
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,thats good application try add alternative future possibility customer,Other
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,easy used operate program secured,Other
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,bought mobile card app didnt receive took money didnt get money back,Other
Amazing,5,2024-09-19,BOA,Google Play,amazing,Other
Great app with great services,5,2024-09-19,BOA,Google Play,great app great service,Other
Yes active user,5,2024-09-17,BOA,Google Play,yes active user,Other
Shameful,1,2024-09-17,BOA,Google Play,shameful,Other
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,worest app ever made would recommende one,Other
Good application,5,2024-09-16,BOA,Google Play,good application,Other
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,many hour wait transferring money telebirr please something transfer delay issue need money ever,Transactions
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,boa unreasonably holding delaying transaction day even transaction within bank huge gap observed boa mobile banking didnt experience kind challenge transaction bank mobile banking platform waiting long called customer support team response gave system hold transaction released working day totally fair,Transactions
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,የእርስዎን ተሞክሮ ይግለጹ አማራጭ,Other
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,working need big update cant update app quickly,Other
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,aimohon joel good better conversation time,Other
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,better app mobile apps turn developer option every time wanna use app annoying,Other
Bes and freindly app,5,2024-09-13,BOA,Google Play,be freindly app,Other
It doesn't work.,1,2024-09-12,BOA,Google Play,doesnt work,Other
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,say request successful please check device connectivity try one bank manager told phone android version ridiculous disappointing,Other
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,download screenshot payment receiptwhat kinda worst app ever,Transactions
Smart technology,5,2024-09-10,BOA,Google Play,smart technology,Other
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,yegema app tish,Other
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,appropriate app dont know boa develops app dont expect much crazy confortable app form boa soory,Other
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,shockingly bad even decides work painfully slow frustrating shame become stain extraordinary bank,App Issues
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,crash frequently launch android dont think actually work version less shouldnt available download device begin like many finance apps much better three month ago upgrade better,App Issues
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,awesome application lately crashing everytime opened,Other
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,እጅም በጣም ደካማ ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ app እጅግ የሚያበሳጭ ለውጥ ያስፈልጋችኋል,Other
Fast one,3,2024-09-04,BOA,Google Play,fast one,Other
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,nice looking app terrible user experience,Other
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,worest app ever,Other
It is ok,5,2024-09-01,BOA,Google Play,,Other
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,plz fix apps screenshot lovation hide glarey share botten work,Other
Apollo's,1,2024-08-29,BOA,Google Play,apollo,Other
The worst experience ever,1,2024-08-29,BOA,Google Play,worst experience ever,Other
Hussenaliumar,5,2024-08-29,BOA,Google Play,hussenaliumar,Other
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,problem app boa mobile dont know wrong app many time download sam doesnt work sam like app way customer know account checking save book enough alone,Account Access
It is not work for my device,5,2024-08-27,BOA,Google Play,work device,Other
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,sick tiered enabling disabling developer option everytime use app maybe know maybe dont fix please anoying,Other
The worst app ever,1,2024-08-26,BOA,Google Play,worst app ever,Other
Betanya Gebre,3,2024-08-23,BOA,Google Play,betanya gebre,Other
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,dont recommand one,Other
Excellent app,5,2024-08-21,BOA,Google Play,excellent app,Other
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,application used work well update able use forgot password feature blocking accessing whole,Account Access
ትርሃስ,5,2024-08-19,BOA,Google Play,ትርሃስ,Other
Gio,4,2024-08-19,BOA,Google Play,gio,Other
App isn't working,1,2024-08-18,BOA,Google Play,app isnt working,Other
so far good but always it lugs,3,2024-08-17,BOA,Google Play,far good always lug,Other
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,dont trust bank service,Other
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,open use applicationplease help,Other
Horrible,1,2024-08-14,BOA,Google Play,horrible,Other
Mostly not working 😑,1,2024-08-14,BOA,Google Play,mostly working,Other
Awesome 👌,5,2024-08-12,BOA,Google Play,awesome,Other
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,despite enhanced technology application doesnt work properly asks developer option turned fix,Other
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,poor app highly slow open app,App Issues
Wedi Tekle .,5,2024-08-11,BOA,Google Play,wedi tekle,Other
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,bad app,Other
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,Other
Nice appp,5,2024-08-11,BOA,Google Play,nice appp,Other
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን ነገር አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን ከዘመን አንጉደል,Other
Gooood app my dear,5,2024-08-10,BOA,Google Play,gooood app dear,Other
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,harun tamam galanaa,Other
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,total disaster app always offline never work embarassing ive lost hope taken business competitor,Other
Gamebela,1,2024-08-08,BOA,Google Play,gamebela,Other
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,poor app use cant start open app,Other
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,app take long time opened even working simply bank application app give digital invoice even able find screeshot kept transaction please developer fix,Transactions
Good job,5,2024-08-07,BOA,Google Play,good job,Other
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,worst app ever user friendly even doesnt serve basic functionality correctly take much time login navigate app expected bank,Account Access
Bad app .,1,2024-08-06,BOA,Google Play,bad app,Other
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,mean could big financial company like much irresponsible release app ashamed,Other
Review,5,2024-08-06,BOA,Google Play,review,Other
Goood,4,2024-08-06,BOA,Google Play,goood,Other
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,,Other
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,necessary switch developer option every time use mobile banking,Other
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,previous version better doesnt work,Other
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,dont know wrong boa bank general going backwards since last year app disaster use every possible way stable log slow perform transaction couldnt take screenshot cant even find picture even using save screenshot option time fails perform transaction simply worst,"Transactions, App Issues"
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,take note cbe mobile banking app best banking app currently take note improve app sometimes learn best,Other
It's a useless app,1,2024-08-02,BOA,Google Play,useless app,Other
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,working much need improve best anymore,Other
Poor network,1,2024-08-01,BOA,Google Play,poor network,Other
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,yet completely working app dont know working properly sad,Other
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,app open sometimes say coonection issue dont open bug using smooth work please improve,App Issues
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,working totally useless app,Other
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,app become troubling every day doesnt work love bank hate app,Other
this is so disappointing app 😞,1,2024-07-31,BOA,Google Play,disappointing app,Other
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,አቢስኒያ የሁሉም ምርጫ,Other
Nays,5,2024-07-28,BOA,Google Play,nay,Other
The worst app,1,2024-07-28,BOA,Google Play,worst app,Other
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,cant even open display error message,App Issues
not active,1,2024-07-27,BOA,Google Play,active,Other
To get good quality,5,2024-07-27,BOA,Google Play,get good quality,Other
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,አይሰራም ምንድን ችግሩ,Other
uselss app dont download,1,2024-07-26,BOA,Google Play,uselss app dont download,Other
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,app fake try working say please try later unable make transaction purpose app working delete,Transactions
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,app didnt work new version new app still compatible samsung vfunny,Other
Corrupted and poor app,1,2024-07-24,BOA,Google Play,corrupted poor app,Other
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,try use application say developer setting setting play still doesnt work,Other
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,fix apollo guy best,Other
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,always slow doesnt work weekend rush merchant app,App Issues
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,difficult use user appones dawenload user cant operate well one help,Other
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,poor application turned,Other
Allowed,5,2024-07-23,BOA,Google Play,allowed,Other
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,usually crash reason give problem internet connection although internet fine,App Issues
we want international mobile banking,1,2024-07-22,BOA,Google Play,want international mobile banking,Other
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,screenshot isnt working please modify,Other
Naziriet measho 89160437,1,2024-07-22,BOA,Google Play,naziriet measho 89160437,Other
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,ahmed mohammed husen,Other
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,working one apollo make better pls gonne stop using bank mobile banking,Other
I have experiance,5,2024-07-19,BOA,Google Play,experiance,Other
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,app working android show error notification forcefully close app must fixed asap,App Issues
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,crash frequently stable overall need improvement huge bank need better app current one,App Issues
ርይርፍ,3,2024-07-19,BOA,Google Play,ርይርፍ,Other
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,previous application much better one,Other
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,worst app wise invest money make like cbe app even incon image app better please invest hire professional developer company improve,Other
mal,5,2024-07-16,BOA,Google Play,mal,Other
It is not working at all,1,2024-07-16,BOA,Google Play,working,Other
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,poorest mobile banking survice ever error report frequently,App Issues
😞😞😞😞,1,2024-07-16,BOA,Google Play,,Other
kalid,5,2025-06-08,Dashen,Google Play,kalid,Other
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,Google Play,like mobile banking app much overall user interface navigation awesome lack instant response someone deposit withdraw money,UI/UX
love,3,2025-06-06,Dashen,Google Play,love,Other
መቸሸጠ,5,2025-06-03,Dashen,Google Play,መቸሸጠ,Other
gadaa,5,2025-06-01,Dashen,Google Play,gadaa,Other
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,Google Play,massive upgrade amole app,Other
very good for this app,5,2025-05-31,Dashen,Google Play,good app,Other
top,5,2025-05-31,Dashen,Google Play,top,Other
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play,app better amole biometric new update doesnt work,Other
wow to it saff and this app,5,2025-05-30,Dashen,Google Play,wow saff app,Other
it too slow,3,2025-05-29,Dashen,Google Play,slow,App Issues
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play,ዳሽን ባንክ ይለያል,Other
real life changer,5,2025-05-28,Dashen,Google Play,real life changer,Other
👍👍👍,5,2025-05-28,Dashen,Google Play,,Other
nice application,5,2025-05-27,Dashen,Google Play,nice application,Other
useless app ever loading take long,1,2025-05-27,Dashen,Google Play,useless app ever loading take long,Other
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,Google Play,game changer app dashen bank super app fast secure easy use threeclick payment make sending money super quick code payment perfect cashless shopping also love biometric login easy airtime bill payment everything need one place dashen bank really raised bar digital banking ethiopia highly recommended,"Account Access, Transactions"
very useful App,1,2025-05-26,Dashen,Google Play,useful app,Other
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play,simple robust feature yes please endless loading screen killed funi couldnt use day fix glitch ill yeet higher rating,Other
Wawww,5,2025-05-24,Dashen,Google Play,wawww,Other
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen,Google Play,good time say duplicate transaction,Transactions
very Nice,5,2025-05-23,Dashen,Google Play,nice,Other
its best,5,2025-05-23,Dashen,Google Play,best,Other
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play,good mobile bank app,Other
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,Google Play,best best arrived empowering financial freedom experience seamless banking fingertip dashen bank empowering financial freedom anytime anywhere innovation meet convenience dashen bank mobile banking innovation meet convenience secure reliable bank confidence,Other
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play,nothing changed updated version collecting comment feed back improved version superapp mot functioning today,Other
The best app ever in finance sector,5,2025-05-18,Dashen,Google Play,best app ever finance sector,Other
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,Google Play,good app compitators confuse transfer need otp pin user inter pin instead otp know litrecy level society device based dont know need otp please try fix,Transactions
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play,dashen bank dashen super app,Other
wowwwe app,5,2025-05-17,Dashen,Google Play,wowwwe app,Other
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,Google Play,transferring bank account hastle inconvenient get used seeing please try,Account Access
always lagging,1,2025-05-16,Dashen,Google Play,always lagging,Other
Amazing Application...,5,2025-05-16,Dashen,Google Play,amazing application,Other
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,Google Play,dashen bank app good sometimes working well,Other
its my choice,5,2025-05-15,Dashen,Google Play,choice,Other
wow apo,5,2025-05-15,Dashen,Google Play,wow apo,Other
awesome app keep going,5,2025-05-14,Dashen,Google Play,awesome app keep going,Other
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,Google Play,grows ethiopian digital banking step aheadall fetures onesimple fast convince,Other
Game changer,5,2025-05-13,Dashen,Google Play,game changer,Other
Totally amazing,5,2025-05-13,Dashen,Google Play,totally amazing,Other
super 😎,5,2025-05-13,Dashen,Google Play,super,Other
what a helpful app!!!!,5,2025-05-13,Dashen,Google Play,helpful app,Other
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,Google Play,honest best banking lifestyle app ethiopia,Other
fast,5,2025-05-12,Dashen,Google Play,fast,Other
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,Google Play,must seamless one digital platform superapp keep living motto always one step ahead,Other
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen,Google Play,app make digital banking effortless convenient userfriendly interface secure transaction excellent feature managing finance efficiently,"Transactions, UI/UX"
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,Google Play,amazing app super easy use best design loved,UI/UX
its the best ever,5,2025-05-09,Dashen,Google Play,best ever,Other
excellent game changer App,5,2025-05-08,Dashen,Google Play,excellent game changer app,Other
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,Google Play,highly excited using application favorable well preferrable mobile app,Other
it seems me logging out within minutes,1,2025-05-03,Dashen,Google Play,seems logging within minute,Other
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,Google Play,nice app especially gui got error send within dashen bank receipter get sm notification,App Issues
yes i want dashen super open,5,2025-05-02,Dashen,Google Play,yes want dashen super open,Other
Best App,5,2025-05-02,Dashen,Google Play,best app,Other
faster than this version,5,2025-05-01,Dashen,Google Play,faster version,Other
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,Google Play,best mobile banking app prop design team,UI/UX
bad.,1,2025-04-30,Dashen,Google Play,bad,Other
Dashen bank always one step ahead,5,2025-04-30,Dashen,Google Play,dashen bank always one step ahead,Other
dashen super app is secure band very easy,5,2025-04-29,Dashen,Google Play,dashen super app secure band easy,Other
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,Google Play,fast secured mobile banking app like app,Other
best app I have ever seen,5,2025-04-29,Dashen,Google Play,best app ever seen,Other
best of best,5,2025-04-29,Dashen,Google Play,best best,Other
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,Google Play,slow try see recent transaction stucked,"Transactions, App Issues"
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,Google Play,wowslnwoooo wowwww amazing,Other
wow appl,5,2025-04-28,Dashen,Google Play,wow appl,Other
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,Google Play,change pin number use finger print dummy,Other
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,Google Play,slow lack many feature super app high rating given employee customer,App Issues
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,Google Play,smooth secure experience transfer bill payment tracking expense effortless intuitive design make banking,"Transactions, UI/UX"
Very easy and Fast.,5,2025-04-24,Dashen,Google Play,easy fast,Other
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,Google Play,incomparably userfriendly fast app mobile banking,Other
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,Google Play,nothing super app repeatedly failed transaction waste customer valuable time system upgrade time less traffic demand technical difficulty reflected customer,Transactions
execellent,5,2025-04-24,Dashen,Google Play,execellent,Other
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,Google Play,super app total gamechangerfast reliable packed everything need one place seamless super convenient love,Other
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,Google Play,one secure reliable convenient digital banking game changer,Other
it is incredible product.,5,2025-04-23,Dashen,Google Play,incredible product,Other
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,Google Play,really impressed app userfriendly run smoothly feature need make task much easier save lot time highly recommended,Other
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,Google Play,amazing app experience,Other
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,Google Play,best banking app ever recommend everyone use,Other
It is the best application!!!,5,2025-04-22,Dashen,Google Play,best application,Other
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen,Google Play,exceptional digital experience supperapp bring new paradigm shift banking business bravo dashen keep,Other
its features are so dynamic,5,2025-04-22,Dashen,Google Play,feature dynamic,Other
fast &Friendly user Application.,5,2025-04-22,Dashen,Google Play,fast friendly user application,Other
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen,Google Play,fast reliable user friendly keep,Other
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,Google Play,dashen super app easy use secure fast transaction,Transactions
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,Google Play,love app esp click make ecommerce easier convinient,Other
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen,Google Play,dashen super app contains extended selection customer easily accessible also friendly use,Other
Great for everyday banking and payments on the go,5,2025-04-22,Dashen,Google Play,great everyday banking payment,Transactions
